01/03/2017,5:36,6:15,7:08,12:49,1:00,3:50,4:30,6:24,6:29,7:42,8:00,
02/03/2017,5:35,6:15,7:06,12:49,1:00,3:51,4:30,6:26,6:31,7:43,8:00,
03/03/2017,5:33,6:00,7:05,12:49,1:00,3:52,4:30,6:27,6:32,7:44,8:15,
04/03/2017,5:32,6:00,7:03,12:49,1:00,3:52,4:30,6:28,6:33,7:45,8:15,
05/03/2017,5:30,6:00,7:02,12:49,1:00,3:53,4:30,6:29,6:34,7:46,8:15,
06/03/2017,5:29,6:00,7:00,12:48,1:00,3:54,4:30,6:30,6:35,7:47,8:15,
07/03/2017,5:27,6:00,6:58,12:48,1:00,3:55,4:30,6:32,6:37,7:48,8:15,
08/03/2017,5:26,6:00,6:57,12:48,1:00,3:55,4:30,6:33,6:38,7:49,8:15,
09/03/2017,5:24,6:00,6:55,12:48,1:00,3:56,4:30,6:34,6:39,7:50,8:15,
10/03/2017,5:22,6:00,6:53,12:47,1:00,3:57,4:30,6:35,6:40,7:51,8:15,
11/03/2017,5:21,6:00,6:52,12:47,1:00,3:58,4:30,6:36,6:41,7:52,8:15,
12/03/2017,6:19,6:45,7:50,1:47,2:00,4:58,5:30,7:37,7:42,8:53,9:15,
13/03/2017,6:18,6:45,7:48,1:47,2:00,4:59,5:30,7:39,7:44,8:54,9:15,
14/03/2017,6:16,6:45,7:46,1:46,2:00,5:00,5:30,7:40,7:45,8:55,9:15,
15/03/2017,6:14,6:45,7:45,1:46,2:00,5:00,5:30,7:41,7:46,8:56,9:15,
16/03/2017,6:13,6:45,7:43,1:46,2:00,5:01,5:30,7:42,7:47,8:57,9:15,
17/03/2017,6:11,6:30,7:41,1:46,2:00,5:02,5:30,7:43,7:48,8:58,9:30,
18/03/2017,6:09,6:30,7:40,1:45,2:00,5:02,5:30,7:44,7:49,8:59,9:30,
19/03/2017,6:08,6:30,7:38,1:45,2:00,5:03,5:30,7:46,7:51,9:00,9:30,
20/03/2017,6:06,6:30,7:36,1:45,2:00,5:03,5:30,7:47,7:52,9:01,9:30,
21/03/2017,6:04,6:30,7:34,1:44,2:00,5:04,5:30,7:48,7:53,9:02,9:30,
22/03/2017,6:03,6:30,7:33,1:44,2:00,5:05,5:30,7:49,7:54,9:03,9:30,
23/03/2017,6:01,6:30,7:31,1:44,2:00,5:05,5:30,7:50,7:55,9:04,9:30,
24/03/2017,5:59,6:15,7:29,1:44,2:00,5:06,5:45,7:51,7:56,9:05,9:30,
25/03/2017,5:57,6:15,7:27,1:43,2:00,5:06,5:45,7:52,7:57,9:05,9:30,
26/03/2017,5:55,6:15,7:26,1:43,2:00,5:07,5:45,7:54,7:59,9:06,9:30,
27/03/2017,5:53,6:15,7:24,1:43,2:00,5:07,5:45,7:55,8:00,9:07,9:30,
28/03/2017,5:51,6:15,7:22,1:42,2:00,5:08,5:45,7:56,8:01,9:08,9:30,
29/03/2017,5:49,6:15,7:20,1:42,2:00,5:08,5:45,7:57,8:02,9:09,9:30,
30/03/2017,5:47,6:15,7:19,1:42,2:00,5:09,5:45,7:58,8:03,9:10,9:30,
31/03/2017,5:45,6:15,7:17,1:41,2:00,5:10,5:45,7:59,8:04,9:11,9:45,
