01/12/2017,6:05,6:45,7:41,12:26,1:00,2:42,3:30,5:04,5:09,6:31,7:30,
02/12/2017,6:06,6:45,7:42,12:26,1:00,2:42,3:30,5:03,5:08,6:31,7:30,
03/12/2017,6:07,6:45,7:43,12:26,1:00,2:42,3:30,5:03,5:08,6:31,7:30,
04/12/2017,6:08,6:45,7:44,12:27,1:00,2:42,3:30,5:03,5:08,6:31,7:30,
05/12/2017,6:09,6:45,7:45,12:27,1:00,2:42,3:30,5:03,5:08,6:31,7:30,
06/12/2017,6:10,6:45,7:46,12:28,1:00,2:41,3:30,5:03,5:08,6:31,7:30,
07/12/2017,6:11,6:45,7:47,12:28,1:00,2:41,3:30,5:03,5:08,6:31,7:30,
08/12/2017,6:12,6:45,7:48,12:29,1:00,2:41,3:30,5:03,5:08,6:31,7:30,
09/12/2017,6:13,6:45,7:49,12:29,1:00,2:41,3:30,5:02,5:07,6:32,7:30,
10/12/2017,6:14,6:45,7:50,12:29,1:00,2:42,3:30,5:03,5:08,6:32,7:30,
11/12/2017,6:14,6:45,7:50,12:30,1:00,2:42,3:30,5:03,5:08,6:32,7:30,
12/12/2017,6:15,6:45,7:51,12:30,1:00,2:42,3:30,5:03,5:08,6:32,7:30,
13/12/2017,6:16,6:45,7:52,12:31,1:00,2:42,3:30,5:03,5:08,6:33,7:30,
14/12/2017,6:16,6:45,7:53,12:31,1:00,2:42,3:30,5:03,5:08,6:33,7:30,
15/12/2017,6:17,6:45,7:54,12:32,1:00,2:42,3:30,5:03,5:08,6:34,7:30,
16/12/2017,6:18,6:45,7:54,12:32,1:00,2:43,3:30,5:04,5:09,6:34,7:30,
17/12/2017,6:18,6:45,7:55,12:33,1:00,2:43,3:30,5:04,5:09,6:35,7:30,
18/12/2017,6:19,6:45,7:56,12:33,1:00,2:43,3:30,5:04,5:09,6:35,7:30,
19/12/2017,6:19,6:45,7:56,12:34,1:00,2:44,3:30,5:05,5:10,6:36,7:30,
20/12/2017,6:20,6:45,7:57,12:34,1:00,2:44,3:30,5:05,5:10,6:36,7:30,
21/12/2017,6:20,6:45,7:57,12:35,1:00,2:45,3:30,5:05,5:10,6:37,7:30,
22/12/2017,6:21,6:45,7:58,12:35,1:00,2:45,3:30,5:06,5:11,6:38,7:30,
23/12/2017,6:21,6:45,7:58,12:36,1:00,2:46,3:30,5:06,5:11,6:38,7:30,
24/12/2017,6:22,6:45,7:59,12:36,1:00,2:46,3:30,5:07,5:12,6:38,7:30,
25/12/2017,6:22,6:45,7:59,12:37,1:00,2:47,3:30,5:08,5:13,6:39,7:30,
26/12/2017,6:23,6:45,8:00,12:37,1:00,2:47,3:30,5:08,5:13,6:39,7:30,
27/12/2017,6:23,6:45,8:00,12:38,1:00,2:48,3:30,5:09,5:14,6:40,7:30,
28/12/2017,6:24,6:45,8:00,12:38,1:00,2:49,3:30,5:10,5:15,6:40,7:30,
29/12/2017,6:24,6:45,8:00,12:39,1:00,2:49,3:30,5:10,5:15,6:41,7:30,
30/12/2017,6:24,6:45,8:01,12:39,1:00,2:50,3:30,5:11,5:16,6:41,7:30,
31/12/2017,6:24,6:45,8:01,12:40,1:00,2:51,3:30,5:12,5:17,6:42,7:30,
