01/02/2017,6:12,6:45,7:46,12:50,1:00,3:23,4:00,5:49,5:54,7:12,7:30,
02/02/2017,6:11,6:45,7:45,12:51,1:00,3:24,4:00,5:50,5:55,7:13,7:30,
03/02/2017,6:10,6:30,7:44,12:51,1:00,3:25,4:00,5:51,5:56,7:14,7:30,
04/02/2017,6:09,6:30,7:43,12:51,1:00,3:26,4:00,5:53,5:58,7:15,7:30,
05/02/2017,6:08,6:30,7:42,12:51,1:00,3:27,4:00,5:54,5:59,7:16,7:30,
06/02/2017,6:07,6:30,7:40,12:51,1:00,3:28,4:00,5:55,6:00,7:18,7:30,
07/02/2017,6:06,6:30,7:39,12:51,1:00,3:29,4:00,5:56,6:01,7:19,7:30,
08/02/2017,6:05,6:30,7:38,12:51,1:00,3:30,4:00,5:58,6:03,7:20,7:30,
09/02/2017,6:04,6:30,7:37,12:51,1:00,3:31,4:00,5:59,6:04,7:21,7:30,
10/02/2017,6:03,6:30,7:36,12:51,1:00,3:32,4:15,6:00,6:05,7:22,7:45,
11/02/2017,6:01,6:30,7:34,12:51,1:00,3:33,4:15,6:02,6:07,7:23,7:45,
12/02/2017,6:00,6:30,7:33,12:51,1:00,3:34,4:15,6:03,6:08,7:24,7:45,
13/02/2017,5:59,6:30,7:32,12:51,1:00,3:35,4:15,6:04,6:09,7:25,7:45,
14/02/2017,5:58,6:30,7:30,12:51,1:00,3:36,4:15,6:06,6:11,7:26,7:45,
15/02/2017,5:56,6:30,7:29,12:51,1:00,3:37,4:15,6:07,6:12,7:27,7:45,
16/02/2017,5:55,6:30,7:28,12:51,1:00,3:38,4:15,6:08,6:13,7:28,7:45,
17/02/2017,5:54,6:15,7:26,12:51,1:00,3:39,4:15,6:09,6:14,7:30,8:00,
18/02/2017,5:52,6:15,7:25,12:51,1:00,3:40,4:15,6:11,6:16,7:31,8:00,
19/02/2017,5:51,6:15,7:23,12:51,1:00,3:41,4:15,6:12,6:17,7:32,8:00,
20/02/2017,5:50,6:15,7:22,12:51,1:00,3:42,4:15,6:13,6:18,7:33,8:00,
21/02/2017,5:48,6:15,7:20,12:51,1:00,3:43,4:15,6:14,6:19,7:34,8:00,
22/02/2017,5:47,6:15,7:19,12:51,1:00,3:44,4:15,6:16,6:21,7:35,8:00,
23/02/2017,5:45,6:15,7:17,12:50,1:00,3:45,4:15,6:17,6:22,7:36,8:00,
24/02/2017,5:44,6:15,7:16,12:50,1:00,3:46,4:30,6:18,6:23,7:37,8:00,
25/02/2017,5:42,6:15,7:14,12:50,1:00,3:46,4:30,6:19,6:24,7:38,8:00,
26/02/2017,5:41,6:15,7:13,12:50,1:00,3:47,4:30,6:21,6:26,7:39,8:00,
27/02/2017,5:39,6:15,7:11,12:50,1:00,3:48,4:30,6:22,6:27,7:40,8:00,
28/02/2017,5:38,6:15,7:10,12:50,1:00,3:49,4:30,6:23,6:28,7:41,8:00,
